"","Poll_spec","Poll_order","Julian_day","Plant_spec","Freq","Period"
"123","Anthophora terminalis","Hymenoptera",214,"Monarda fistulosa",30,"Past"
"124","Anthophora terminalis","Hymenoptera",214,"Geranium caespitosum",1,"Past"
"125","Anthophora ursina","Hymenoptera",168,"Penstemon virens",1,"Past"
"126","Anthophora ursina","Hymenoptera",188,"Rubus idaeus var. strigosus",2,"Past"
"127","Anthophora ursina","Hymenoptera",189,"Rosa acicularis",4,"Past"
"128","Anthophora ursina","Hymenoptera",192,"Rosa acicularis",3,"Past"
"129","Anthophora ursina","Hymenoptera",184,"Rosa acicularis",4,"Past"
"130","Anthophora ursina","Hymenoptera",184,"Penstemon secundiflorus",1,"Past"
"131","Anthophora ursina","Hymenoptera",170,"Penstemon hallii",1,"Past"
"132","Anthophora ursina","Hymenoptera",170,"Penstemon glaber",1,"Past"
"133","Anthophora ursina","Hymenoptera",195,"Penstemon glaber",2,"Past"
"134","Anthophora ursina","Hymenoptera",184,"Penstemon secundiflorus",1,"Past"
"135","Apis mellifera","Hymenoptera",161,"Rubus deliciosus",22,"Past"
"136","Apis mellifera","Hymenoptera",162,"Rubus deliciosus",5,"Past"
"137","Apis mellifera","Hymenoptera",174,"Rubus deliciosus",62,"Past"
"138","Apis mellifera","Hymenoptera",187,"Rubus deliciosus",1,"Past"
"139","Apis mellifera","Hymenoptera",156,"Rubus deliciosus",12,"Past"
"140","Apis mellifera","Hymenoptera",158,"Rubus deliciosus",77,"Past"
"141","Apis mellifera","Hymenoptera",177,"Rubus deliciosus",1,"Past"
"142","Apis mellifera","Hymenoptera",178,"Rubus deliciosus",1,"Past"
"143","Apis mellifera","Hymenoptera",180,"Rubus idaeus var. strigosus",34,"Past"
"144","Apis mellifera","Hymenoptera",181,"Rubus idaeus var. strigosus",118,"Past"
"145","Apis mellifera","Hymenoptera",182,"Rubus idaeus var. strigosus",47,"Past"
"146","Apis mellifera","Hymenoptera",180,"Geranium caespitosum",2,"Past"
"147","Apis mellifera","Hymenoptera",209,"Frasera speciosa",1,"Past"
"148","Apis mellifera","Hymenoptera",191,"Penstemon glaber",2,"Past"
"149","Apis mellifera","Hymenoptera",193,"Penstemon glaber",1,"Past"
"150","Apis mellifera","Hymenoptera",187,"Rubus idaeus var. strigosus",73,"Past"
"151","Apis mellifera","Hymenoptera",188,"Rubus idaeus var. strigosus",50,"Past"
"152","Apis mellifera","Hymenoptera",188,"Rubus deliciosus",3,"Past"
"153","Apis mellifera","Hymenoptera",187,"Rubus idaeus var. strigosus",48,"Past"
"154","Apis mellifera","Hymenoptera",187,"Rubus deliciosus",2,"Past"
"155","Apis mellifera","Hymenoptera",178,"Rubus deliciosus",4,"Past"
"156","Apis mellifera","Hymenoptera",178,"Rubus idaeus var. strigosus",50,"Past"
"157","Apis mellifera","Hymenoptera",179,"Rubus deliciosus",12,"Past"
"158","Apis mellifera","Hymenoptera",179,"Rubus idaeus var. strigosus",6,"Past"
"159","Apis mellifera","Hymenoptera",178,"Rubus idaeus var. strigosus",25,"Past"
"160","Apis mellifera","Hymenoptera",188,"Rubus idaeus var. strigosus",36,"Past"
"161","Apis mellifera","Hymenoptera",188,"Rubus idaeus var. strigosus",4,"Past"
"162","Apis mellifera","Hymenoptera",188,"Opulaster",1,"Past"
"163","Apis mellifera","Hymenoptera",193,"Rubus idaeus var. strigosus",20,"Past"
"164","Apis mellifera","Hymenoptera",195,"Rubus idaeus var. strigosus",57,"Past"
"165","Apis mellifera","Hymenoptera",195,"Frasera speciosa",37,"Past"
"166","Apis mellifera","Hymenoptera",194,"Rubus idaeus var. strigosus",15,"Past"
"167","Apis mellifera","Hymenoptera",194,"Rubus idaeus var. strigosus",26,"Past"
"168","Apis mellifera","Hymenoptera",199,"Rubus idaeus var. strigosus",22,"Past"
"169","Apis mellifera","Hymenoptera",199,"Cleome serrulata",1,"Past"
"170","Apis mellifera","Hymenoptera",185,"Rubus idaeus var. strigosus",1,"Past"
"171","Apis mellifera","Hymenoptera",185,"Penstemon secundiflorus",1,"Past"
"172","Apis mellifera","Hymenoptera",193,"Rubus idaeus var. strigosus",1,"Past"
"173","Apis mellifera","Hymenoptera",193,"Aquilegia coerulea",1,"Past"
"174","Apis mellifera","Hymenoptera",174,"Rubus deliciosus",3,"Past"
"175","Apis mellifera","Hymenoptera",184,"Rubus deliciosus",23,"Past"
"176","Apis mellifera","Hymenoptera",184,"Rosa acicularis",1,"Past"
"177","Apis mellifera","Hymenoptera",187,"Rubus idaeus var. strigosus",50,"Past"
"178","Apis mellifera","Hymenoptera",187,"Rosa acicularis",3,"Past"
"179","Apis mellifera","Hymenoptera",188,"Rubus idaeus var. strigosus",42,"Past"
"180","Apis mellifera","Hymenoptera",188,"Rosa acicularis",4,"Past"
"181","Apis mellifera","Hymenoptera",201,"Aquilegia coerulea",1,"Past"
"182","Apis mellifera","Hymenoptera",195,"Geranium richardsonii",1,"Past"
"183","Apis mellifera","Hymenoptera",204,"Geranium caespitosum",1,"Past"
"184","Apis mellifera","Hymenoptera",204,"Geranium caespitosum",1,"Past"
"185","Apis mellifera","Hymenoptera",190,"Geranium richardsonii",49,"Past"
"186","Apis mellifera","Hymenoptera",190,"Geranium caespitosum",5,"Past"
"187","Apis mellifera","Hymenoptera",190,"Geranium caespitosum",1,"Past"
"188","Apis mellifera","Hymenoptera",183,"Rubus idaeus var. strigosus",29,"Past"
"189","Apis mellifera","Hymenoptera",191,"Geranium caespitosum",11,"Past"
"190","Apis mellifera","Hymenoptera",192,"Geranium caespitosum",48,"Past"
"191","Apis mellifera","Hymenoptera",189,"Rubus idaeus var. strigosus",24,"Past"
"192","Apis mellifera","Hymenoptera",192,"Geranium caespitosum",16,"Past"
"193","Apis mellifera","Hymenoptera",193,"Aquilegia coerulea",1,"Past"
"194","Apis mellifera","Hymenoptera",184,"Geranium sp.",9,"Past"
"195","Apis mellifera","Hymenoptera",184,"Rosa acicularis",1,"Past"
"196","Apis mellifera","Hymenoptera",184,"Geranium sp.",6,"Past"
"197","Apis mellifera","Hymenoptera",196,"Geranium caespitosum",7,"Past"
"198","Apis mellifera","Hymenoptera",195,"Frasera speciosa",73,"Past"
"199","Apis mellifera","Hymenoptera",195,"Penstemon glaber",1,"Past"
"200","Apis mellifera","Hymenoptera",195,"Geranium caespitosum",19,"Past"
"201","Apis mellifera","Hymenoptera",187,"Geranium caespitosum",4,"Past"
"202","Bombus appositus","Hymenoptera",220,"Monarda fistulosa",1,"Past"
"203","Bombus appositus","Hymenoptera",220,"Monarda fistulosa",1,"Past"
"204","Bombus appositus","Hymenoptera",226,"Monarda fistulosa",1,"Past"
"205","Bombus appositus","Hymenoptera",226,"Monarda fistulosa",1,"Past"
"206","Bombus appositus","Hymenoptera",227,"Monarda fistulosa",1,"Past"
"207","Bombus appositus","Hymenoptera",205,"Chamaenerion angustifolium",42,"Past"
"208","Bombus appositus","Hymenoptera",201,"Chamaenerion angustifolium",3,"Past"
"209","Bombus bifarius","Hymenoptera",209,"Aconitum columbianum",1,"Past"
"210","Bombus bifarius","Hymenoptera",156,"Rubus deliciosus",10,"Past"
"211","Bombus bifarius","Hymenoptera",158,"Rubus deliciosus",1,"Past"
"212","Bombus bifarius","Hymenoptera",181,"Rubus idaeus var. strigosus",6,"Past"
"213","Bombus bifarius","Hymenoptera",182,"Rubus idaeus var. strigosus",15,"Past"
"214","Bombus bifarius","Hymenoptera",197,"Geranium caespitosum",10,"Past"
"215","Bombus bifarius","Hymenoptera",197,"Geranium caespitosum",6,"Past"
"216","Bombus bifarius","Hymenoptera",206,"Chamaenerion angustifolium",1,"Past"
"217","Bombus bifarius","Hymenoptera",221,"Chamaenerion angustifolium",7,"Past"
"218","Bombus bifarius","Hymenoptera",221,"Chamaenerion angustifolium",9,"Past"
"219","Bombus bifarius","Hymenoptera",220,"Chamaenerion angustifolium",7,"Past"
"220","Bombus bifarius","Hymenoptera",186,"Monarda fistulosa",2,"Past"
"221","Bombus bifarius","Hymenoptera",227,"Monarda fistulosa",1,"Past"
"222","Bombus bifarius","Hymenoptera",178,"Rubus deliciosus",10,"Past"
"223","Bombus bifarius","Hymenoptera",178,"Rubus idaeus var. strigosus",7,"Past"
"224","Bombus bifarius","Hymenoptera",178,"Rubus idaeus var. strigosus",6,"Past"
"225","Bombus bifarius","Hymenoptera",193,"Rubus idaeus var. strigosus",14,"Past"
"226","Bombus bifarius","Hymenoptera",174,"Rubus idaeus var. strigosus",5,"Past"
"227","Bombus bifarius","Hymenoptera",174,"Mertensia sibirica",1,"Past"
"228","Bombus bifarius","Hymenoptera",174,"Jamesia americana",1,"Past"
"229","Bombus bifarius","Hymenoptera",194,"Rubus idaeus var. strigosus",14,"Past"
"230","Bombus bifarius","Hymenoptera",194,"Rubus idaeus var. strigosus",37,"Past"
"231","Bombus bifarius","Hymenoptera",179,"Rubus deliciosus",1,"Past"
"232","Bombus bifarius","Hymenoptera",179,"Rosa acicularis",2,"Past"
"233","Bombus bifarius","Hymenoptera",179,"Prunus demissa",1,"Past"
"234","Bombus bifarius","Hymenoptera",193,"Rosa acicularis",2,"Past"
"235","Bombus bifarius","Hymenoptera",193,"Rosa acicularis",2,"Past"
"236","Bombus bifarius","Hymenoptera",178,"Rosa acicularis",2,"Past"
"237","Bombus bifarius","Hymenoptera",217,"Geranium caespitosum",2,"Past"
"238","Bombus bifarius","Hymenoptera",217,"Geranium richardsonii",5,"Past"
"239","Bombus bifarius","Hymenoptera",190,"Geranium caespitosum",2,"Past"
"240","Bombus bifarius","Hymenoptera",190,"Geranium richardsonii",15,"Past"
"241","Bombus bifarius","Hymenoptera",226,"Geranium sp.",2,"Past"
"242","Bombus bifarius","Hymenoptera",229,"Chamaenerion angustifolium",133,"Past"
"243","Bombus bifarius","Hymenoptera",229,"Delphinium scopulorum",11,"Past"
"244","Bombus bifarius","Hymenoptera",229,"Chamaenerion angustifolium",16,"Past"
"245","Bombus bifarius","Hymenoptera",202,"Penstemon glaber",22,"Past"
"246","Bombus bifarius","Hymenoptera",202,"Penstemon whippleanus",1,"Past"
"247","Bombus bifarius","Hymenoptera",202,"Pedicularis groenlandica",25,"Past"
"248","Bombus bifarius","Hymenoptera",187,"Penstemon virens",7,"Past"
"249","Bombus bifarius","Hymenoptera",193,"Penstemon virens",1,"Past"
"250","Bombus bifarius","Hymenoptera",184,"Geranium caespitosum",85,"Past"
"251","Bombus bifarius","Hymenoptera",229,"Monarda fistulosa",11,"Past"
"252","Bombus bifarius","Hymenoptera",214,"Geranium caespitosum",50,"Past"
"253","Bombus bifarius","Hymenoptera",217,"Erigeron macranthus",3,"Past"
"254","Bombus centralis","Hymenoptera",208,"Aconitum columbianum",1,"Past"
"255","Bombus centralis","Hymenoptera",209,"Aconitum columbianum",1,"Past"
"256","Bombus centralis","Hymenoptera",208,"Aconitum columbianum",1,"Past"
"257","Bombus centralis","Hymenoptera",209,"Aconitum columbianum",1,"Past"
"258","Bombus centralis","Hymenoptera",209,"Aconitum columbianum",1,"Past"
"259","Bombus centralis","Hymenoptera",209,"Aconitum columbianum",1,"Past"
"260","Bombus centralis","Hymenoptera",211,"Aconitum columbianum",1,"Past"
"261","Bombus centralis","Hymenoptera",162,"Rubus deliciosus",6,"Past"
"262","Bombus centralis","Hymenoptera",164,"Rubus deliciosus",4,"Past"
"263","Bombus centralis","Hymenoptera",174,"Rubus deliciosus",2,"Past"
"264","Bombus centralis","Hymenoptera",187,"Rubus deliciosus",29,"Past"
"265","Bombus centralis","Hymenoptera",156,"Rubus deliciosus",37,"Past"
"266","Bombus centralis","Hymenoptera",177,"Rubus deliciosus",1,"Past"
"267","Bombus centralis","Hymenoptera",178,"Rubus deliciosus",1,"Past"
"268","Bombus centralis","Hymenoptera",181,"Rubus idaeus var. strigosus",8,"Past"
"269","Bombus centralis","Hymenoptera",182,"Rubus idaeus var. strigosus",15,"Past"
"270","Bombus centralis","Hymenoptera",229,"Geranium caespitosum",66,"Past"
"271","Bombus centralis","Hymenoptera",231,"Geranium caespitosum",10,"Past"
"272","Bombus centralis","Hymenoptera",232,"Geranium caespitosum",2,"Past"
"273","Bombus centralis","Hymenoptera",197,"Geranium caespitosum",4,"Past"
"274","Bombus centralis","Hymenoptera",197,"Geranium caespitosum",22,"Past"
"275","Bombus centralis","Hymenoptera",206,"Geranium caespitosum",5,"Past"
"276","Bombus centralis","Hymenoptera",198,"Chamaenerion angustifolium",1,"Past"
"277","Bombus centralis","Hymenoptera",199,"Chamaenerion angustifolium",1,"Past"
"278","Bombus centralis","Hymenoptera",202,"Chamaenerion angustifolium",1,"Past"
"279","Bombus centralis","Hymenoptera",206,"Chamaenerion angustifolium",1,"Past"
"280","Bombus centralis","Hymenoptera",200,"Chamaenerion angustifolium",43,"Past"
"281","Bombus centralis","Hymenoptera",200,"Chamaenerion angustifolium",27,"Past"
"282","Bombus centralis","Hymenoptera",202,"Chamaenerion angustifolium",1,"Past"
"283","Bombus centralis","Hymenoptera",203,"Chamaenerion angustifolium",1,"Past"
"284","Bombus centralis","Hymenoptera",221,"Chamaenerion angustifolium",8,"Past"
"285","Bombus centralis","Hymenoptera",221,"Chamaenerion angustifolium",15,"Past"
"286","Bombus centralis","Hymenoptera",220,"Chamaenerion angustifolium",9,"Past"
"287","Bombus centralis","Hymenoptera",209,"Frasera speciosa",1,"Past"
"288","Bombus centralis","Hymenoptera",178,"Penstemon glaber",1,"Past"
"289","Bombus centralis","Hymenoptera",194,"Penstemon glaber",1,"Past"
"290","Bombus centralis","Hymenoptera",205,"Penstemon glaber",1,"Past"
"291","Bombus centralis","Hymenoptera",182,"Penstemon glaber",1,"Past"
"292","Bombus centralis","Hymenoptera",178,"Penstemon glaber",2,"Past"
"293","Bombus centralis","Hymenoptera",191,"Penstemon glaber",1,"Past"
"294","Bombus centralis","Hymenoptera",193,"Penstemon glaber",1,"Past"
"295","Bombus centralis","Hymenoptera",199,"Penstemon glaber",4,"Past"
"296","Bombus centralis","Hymenoptera",178,"Penstemon glaber",9,"Past"
"297","Bombus centralis","Hymenoptera",191,"Penstemon glaber",4,"Past"
"298","Bombus centralis","Hymenoptera",193,"Penstemon glaber",1,"Past"
"299","Bombus centralis","Hymenoptera",199,"Penstemon glaber",8,"Past"
"300","Bombus centralis","Hymenoptera",186,"Monarda fistulosa",16,"Past"
"301","Bombus centralis","Hymenoptera",189,"Monarda fistulosa",3,"Past"
"302","Bombus centralis","Hymenoptera",226,"Monarda fistulosa",1,"Past"
"303","Bombus centralis","Hymenoptera",226,"Monarda fistulosa",1,"Past"
"304","Bombus centralis","Hymenoptera",227,"Monarda fistulosa",1,"Past"
"305","Bombus centralis","Hymenoptera",187,"Rubus idaeus var. strigosus",2,"Past"
"306","Bombus centralis","Hymenoptera",187,"Rubus deliciosus",1,"Past"
"307","Bombus centralis","Hymenoptera",188,"Rubus idaeus var. strigosus",2,"Past"
"308","Bombus centralis","Hymenoptera",188,"Rubus deliciosus",3,"Past"
"309","Bombus centralis","Hymenoptera",187,"Rubus idaeus var. strigosus",1,"Past"
"310","Bombus centralis","Hymenoptera",187,"Rubus deliciosus",2,"Past"
"311","Bombus centralis","Hymenoptera",178,"Rubus idaeus var. strigosus",1,"Past"
"312","Bombus centralis","Hymenoptera",179,"Rubus deliciosus",6,"Past"
"313","Bombus centralis","Hymenoptera",179,"Rubus idaeus var. strigosus",3,"Past"
"314","Bombus centralis","Hymenoptera",188,"Rubus idaeus var. strigosus",3,"Past"
"315","Bombus centralis","Hymenoptera",193,"Rubus idaeus var. strigosus",1,"Past"
"316","Bombus centralis","Hymenoptera",195,"Frasera speciosa",2,"Past"
"317","Bombus centralis","Hymenoptera",199,"Rubus idaeus var. strigosus",2,"Past"
"318","Bombus centralis","Hymenoptera",193,"Rubus idaeus var. strigosus",4,"Past"
"319","Bombus centralis","Hymenoptera",193,"Aquilegia coerulea",20,"Past"
"320","Bombus centralis","Hymenoptera",184,"Rubus deliciosus",2,"Past"
"321","Bombus centralis","Hymenoptera",184,"Rosa acicularis",1,"Past"
"322","Bombus centralis","Hymenoptera",187,"Rubus idaeus var. strigosus",1,"Past"
"323","Bombus centralis","Hymenoptera",189,"Rosa acicularis",9,"Past"
"324","Bombus centralis","Hymenoptera",199,"Rosa acicularis",15,"Past"
"325","Bombus centralis","Hymenoptera",199,"Cleome serrulata",8,"Past"
"326","Bombus centralis","Hymenoptera",193,"Rosa acicularis",1,"Past"
"327","Bombus centralis","Hymenoptera",193,"Rosa acicularis",1,"Past"
"328","Bombus centralis","Hymenoptera",193,"Rosa acicularis",12,"Past"
"329","Bombus centralis","Hymenoptera",193,"Aquilegia coerulea",29,"Past"
"330","Bombus centralis","Hymenoptera",201,"Rosa acicularis",25,"Past"
"331","Bombus centralis","Hymenoptera",201,"Aquilegia coerulea",13,"Past"
"332","Bombus centralis","Hymenoptera",201,"Rubus deliciosus",6,"Past"
"333","Bombus centralis","Hymenoptera",194,"Rosa acicularis",5,"Past"
"334","Bombus centralis","Hymenoptera",194,"Aquilegia coerulea",28,"Past"
"335","Bombus centralis","Hymenoptera",190,"Geranium richardsonii",1,"Past"
"336","Bombus centralis","Hymenoptera",192,"Rosa acicularis",21,"Past"
"337","Bombus centralis","Hymenoptera",193,"Aquilegia coerulea",1,"Past"
"338","Bombus centralis","Hymenoptera",214,"Geranium caespitosum",1,"Past"
"339","Bombus centralis","Hymenoptera",214,"Machaeranthera bigelovii",2,"Past"
"340","Bombus centralis","Hymenoptera",184,"Rosa acicularis",4,"Past"
"341","Bombus centralis","Hymenoptera",184,"Penstemon secundiflorus",1,"Past"
"342","Bombus centralis","Hymenoptera",184,"Geranium sp.",1,"Past"
"343","Bombus centralis","Hymenoptera",227,"Geranium sp.",34,"Past"
"344","Bombus centralis","Hymenoptera",227,"Monarda fistulosa",2,"Past"
"345","Bombus centralis","Hymenoptera",227,"Machaeranthera bigelovii",6,"Past"
"346","Bombus centralis","Hymenoptera",227,"Chamaenerion angustifolium",23,"Past"
"347","Bombus centralis","Hymenoptera",226,"Geranium sp.",24,"Past"
"348","Bombus centralis","Hymenoptera",226,"Monarda fistulosa",15,"Past"
"349","Bombus centralis","Hymenoptera",226,"Chamaenerion angustifolium",7,"Past"
"350","Bombus centralis","Hymenoptera",229,"Chamaenerion angustifolium",46,"Past"
"351","Bombus centralis","Hymenoptera",229,"Chamaenerion angustifolium",121,"Past"
"352","Bombus centralis","Hymenoptera",229,"Delphinium scopulorum",1,"Past"
"353","Bombus centralis","Hymenoptera",205,"Chamaenerion angustifolium",140,"Past"
"354","Bombus centralis","Hymenoptera",205,"Aconitum columbianum",4,"Past"
"355","Bombus centralis","Hymenoptera",195,"Frasera speciosa",30,"Past"
"356","Bombus centralis","Hymenoptera",195,"Aquilegia coerulea",1,"Past"
"357","Bombus centralis","Hymenoptera",170,"Penstemon unilateralis",2,"Past"
"358","Bombus centralis","Hymenoptera",170,"Penstemon glaber",4,"Past"
"359","Bombus centralis","Hymenoptera",170,"Penstemon glaber",6,"Past"
"360","Bombus centralis","Hymenoptera",170,"Penstemon unilateralis",10,"Past"
"361","Bombus centralis","Hymenoptera",202,"Penstemon glaber",1,"Past"
"362","Bombus centralis","Hymenoptera",182,"Penstemon virens",1,"Past"
"363","Bombus centralis","Hymenoptera",187,"Penstemon virens",5,"Past"
"364","Bombus centralis","Hymenoptera",173,"Penstemon secundiflorus",1,"Past"
"365","Bombus centralis","Hymenoptera",184,"Monarda fistulosa",17,"Past"
"366","Bombus centralis","Hymenoptera",184,"Geranium caespitosum",74,"Past"
"367","Bombus centralis","Hymenoptera",229,"Monarda fistulosa",14,"Past"
"368","Bombus centralis","Hymenoptera",229,"Delphinium scopulorum",6,"Past"
"369","Bombus centralis","Hymenoptera",201,"Monarda fistulosa",12,"Past"
"370","Bombus centralis","Hymenoptera",201,"Chamaenerion angustifolium",35,"Past"
"371","Bombus centralis","Hymenoptera",217,"Monarda fistulosa",26,"Past"
"372","Bombus huntii","Hymenoptera",156,"Rubus deliciosus",1,"Past"
"373","Bombus huntii","Hymenoptera",177,"Rubus deliciosus",1,"Past"
"374","Bombus huntii","Hymenoptera",226,"Monarda fistulosa",1,"Past"
"375","Bombus huntii","Hymenoptera",214,"Monarda fistulosa",4,"Past"
"376","Bombus melanopygus","Hymenoptera",156,"Rubus deliciosus",1,"Past"
"377","Bombus melanopygus","Hymenoptera",170,"Penstemon virens",1,"Past"
"378","Bombus melanopygus","Hymenoptera",226,"Monarda fistulosa",1,"Past"
"379","Bombus melanopygus","Hymenoptera",214,"Geranium caespitosum",1,"Past"
"380","Bombus melanopygus","Hymenoptera",229,"Monarda fistulosa",46,"Past"
"381","Bombus melanopygus","Hymenoptera",229,"Delphinium scopulorum",17,"Past"
"397","Bombus occidentalis","Hymenoptera",180,"Rubus idaeus var. strigosus",2,"Past"
"398","Bombus occidentalis","Hymenoptera",181,"Rubus idaeus var. strigosus",8,"Past"
"399","Bombus occidentalis","Hymenoptera",182,"Rubus idaeus var. strigosus",7,"Past"
"400","Bombus occidentalis","Hymenoptera",197,"Geranium caespitosum",1,"Past"
"401","Bombus occidentalis","Hymenoptera",197,"Geranium caespitosum",2,"Past"
"402","Bombus occidentalis","Hymenoptera",200,"Chamaenerion angustifolium",3,"Past"
"403","Bombus occidentalis","Hymenoptera",200,"Chamaenerion angustifolium",3,"Past"
"404","Bombus occidentalis","Hymenoptera",221,"Chamaenerion angustifolium",4,"Past"
"405","Bombus occidentalis","Hymenoptera",221,"Chamaenerion angustifolium",11,"Past"
"406","Bombus occidentalis","Hymenoptera",220,"Chamaenerion angustifolium",1,"Past"
"407","Bombus occidentalis","Hymenoptera",186,"Monarda fistulosa",25,"Past"
"408","Bombus occidentalis","Hymenoptera",187,"Rubus idaeus var. strigosus",2,"Past"
"409","Bombus occidentalis","Hymenoptera",178,"Rubus deliciosus",1,"Past"
"410","Bombus occidentalis","Hymenoptera",178,"Rubus idaeus var. strigosus",6,"Past"
"411","Bombus occidentalis","Hymenoptera",178,"Rubus idaeus var. strigosus",2,"Past"
"412","Bombus occidentalis","Hymenoptera",193,"Opulaster",2,"Past"
"413","Bombus occidentalis","Hymenoptera",194,"Rubus idaeus var. strigosus",2,"Past"
"414","Bombus occidentalis","Hymenoptera",176,"Rubus deliciosus",1,"Past"
"415","Bombus occidentalis","Hymenoptera",179,"Rosa acicularis",1,"Past"
"416","Bombus occidentalis","Hymenoptera",192,"Rosa acicularis",5,"Past"
"417","Bombus occidentalis","Hymenoptera",193,"Rosa acicularis",72,"Past"
"418","Bombus occidentalis","Hymenoptera",193,"Rosa acicularis",41,"Past"
"419","Bombus occidentalis","Hymenoptera",193,"Chamaenerion angustifolium",7,"Past"
"420","Bombus occidentalis","Hymenoptera",178,"Rosa acicularis",9,"Past"
"421","Bombus occidentalis","Hymenoptera",178,"Mertensia sibirica",1,"Past"
"422","Bombus occidentalis","Hymenoptera",190,"Geranium richardsonii",3,"Past"
"423","Bombus occidentalis","Hymenoptera",205,"Chamaenerion angustifolium",7,"Past"
"424","Bombus occidentalis","Hymenoptera",184,"Geranium caespitosum",5,"Past"
"425","Bombus occidentalis","Hymenoptera",229,"Monarda fistulosa",134,"Past"
"426","Bombus occidentalis","Hymenoptera",156,"Rubus deliciosus",35,"Past"
